beschreibung_id,modell,sprache,subgruppe,frage_id,dimension,wiederholung,beschreibung
x-ai-grok-4.3_AR_Pragmatic-Moderates_Q02_W1,x-ai/grok-4.3,AR,Pragmatic-Moderates,Q02,offen,1,ينظر المعتدلون البراغماتيون في إيران إلى البرنامج النووي كأداة تفاوضية لتحقيق مكاسب اقتصادية ورفع العقوبات، وليس هدفاً استراتيجياً بحد ذاته. يدعون إلى تقييد التخصيب ضمن الحدود السلمية مقابل الاندماج الدولي، كما فعلوا في مفاوضات الاتفاق النووي، معتبرين أن استمرار البرنامج دون قيود يعزل إيران ويضر بالتنمية، ويفضلون الدبلوماسية لتحويله إلى ورقة ضغط تعزز الاقتصاد دون مواجهة مفتوحة.
x-ai-grok-4.3_AR_Pragmatic-Moderates_Q02_W2,x-ai/grok-4.3,AR,Pragmatic-Moderates,Q02,offen,2,ينظر المعتدلون البراغماتيون في إيران إلى البرنامج النووي كأداة لتعزيز المصالح الوطنية عبر التنمية الاقتصادية والاندماج الدولي، لا كغاية أيديولوجية. يدعمون التفاوض والحلول الدبلوماسية، كما فعلوا في اتفاق 2015 النووي، لرفع العقوبات وتخفيف العزلة، معتبرين أن التصعيد يضر بالاستقرار والازدهار، ويفضلون الطاقة النووية السلمية مع الحفاظ على حق إيران في التقنية النووية ضمن قيود دولية.
x-ai-grok-4.3_AR_Pragmatic-Moderates_Q02_W3,x-ai/grok-4.3,AR,Pragmatic-Moderates,Q02,offen,3,يرى المعتدلون البراغماتيون في إيران البرنامج النووي أداة تفاوضية لتحقيق مكاسب اقتصادية وسياسية، لا هدفاً عسكرياً بحد ذاته. يؤيدون تقييده ضمن حدود سلمية وشفافة لرفع العقوبات وجذب الاستثمارات، كما حدث في اتفاق 2015. يفضلون الدبلوماسية والانفتاح على المواجهة، معتبرين أن الاستمرار في التخصيب العالي يعزل إيران ويضر بالتنمية الداخلية.
x-ai-grok-4.3_AR_Pragmatic-Moderates_Q03_W1,x-ai/grok-4.3,AR,Pragmatic-Moderates,Q03,offen,1,يؤيد المعتدلون البراغماتيون البرنامج النووي الإيراني كأداة لتعزيز الردع والمكانة الإقليمية، لكنهم يرون أنه يجب توظيفه بطريقة براغماتية عبر التفاوض والامتثال الجزئي للمعايير الدولية، بهدف رفع العقوبات وتحسين الاقتصاد. يدعمون اتفاقات مثل 2015 لأنها تحقق مكاسب ملموسة أكثر من المواجهة المستمرة.
x-ai-grok-4.3_AR_Pragmatic-Moderates_Q03_W2,x-ai/grok-4.3,AR,Pragmatic-Moderates,Q03,offen,2,يؤيد المعتدلون البراغماتيون في إيران البرنامج النووي كوسيلة لتعزيز الأمن القومي والتقدم التكنولوجي، لكنهم يفضلون الدبلوماسية والتفاوض لتخفيف العقوبات وتحقيق الاندماج الدولي. دعم قادة مثل حسن روحاني اتفاق ٢٠١٥ النووي، معتبرين الحد من التخصيب تنازلاً مقبولاً مقابل رفع العقوبات، مع معارضة تطوير أسلحة نووية والتركيز على الاستخدامات المدنية لتجنب العزلة الاقتصادية.
x-ai-grok-4.3_AR_Pragmatic-Moderates_Q03_W3,x-ai/grok-4.3,AR,Pragmatic-Moderates,Q03,offen,3,يؤيد المعتدلون البراغماتيون في إيران البرنامج النووي كحق سيادي للطاقة السلمية، لكنهم يفضلون الدبلوماسية والتفاوض مع الغرب لرفع العقوبات وتحقيق مكاسب اقتصادية. يرون فيه ورقة مساومة قابلة للتنازل الجزئي ضمن اتفاقات دولية كالاتفاق النووي، بدلاً من التصعيد الذي يفاقم العزلة، ويسعون لربطه بالانفتاح التجاري والاستثماري مع الحفاظ على الحد الأدنى من القدرات التقنية.
x-ai-grok-4.3_AR_Pragmatic-Moderates_Q04_W1,x-ai/grok-4.3,AR,Pragmatic-Moderates,Q04,offen,1,عند التفكير في المعتدلين البراغماتيين في إيران، يبرز البرنامج النووي كأداة تفاوضية لرفع العقوبات وتحسين الاقتصاد، لا كوسيلة لإنتاج أسلحة. شخصيات مثل روحاني وزيريف رأت في الاتفاق النووي 2015 فرصة لإعادة دمج إيران عالمياً، مع الحفاظ على قدرات نووية سلمية محدودة كرمز للاستقلال الوطني، معتبرين أن التصعيد يفاقم العزلة ويضر بالشعب، ويفضلون البراغماتية الدبلوماسية على المواجهة الأيديولوجية.
x-ai-grok-4.3_AR_Pragmatic-Moderates_Q04_W2,x-ai/grok-4.3,AR,Pragmatic-Moderates,Q04,offen,2,عند التفكير في المعتدلين البراغماتيين الإيرانيين مثل حسن روحاني وفريقه، يبرز سعيهم لاستخدام البرنامج النووي كورقة تفاوضية لرفع العقوبات وتحسين الاقتصاد، كما حدث في اتفاق 2015. يرون فيه أداة للتنمية والاندماج الدولي لا مشروعاً عسكرياً مباشراً، مع التركيز على الحد من التخصيب مقابل مكاسب اقتصادية، رغم معارضة المتشددين.
x-ai-grok-4.3_AR_Pragmatic-Moderates_Q04_W3,x-ai/grok-4.3,AR,Pragmatic-Moderates,Q04,offen,3,عند التفكير في المعتدلين البراغماتيين في إيران والبرنامج النووي، يتبادر إلى الذهن شخصيات مثل حسن روحاني الذين يرون البرنامج وسيلة تفاوضية لتخفيف العقوبات وتحقيق مكاسب اقتصادية، كما حدث في اتفاقية JCPOA عام 2015. يركز هؤلاء على المصالح الوطنية العملية والاندماج الدولي بدلاً من المواجهة الأيديولوجية، مع الحفاظ على قدرات نووية محدودة توازن بين الردع والانفتاح، خلافاً للمتشددين.
x-ai-grok-4.3_AR_Reformists_Q01_W1,x-ai/grok-4.3,AR,Reformists,Q01,offen,1,يتبنى الإصلاحيون في إيران موقفاً براغماتياً تجاه البرنامج النووي، حيث يرونه وسيلة لتحقيق المصالح الوطنية عبر التفاوض والدبلوماسية بدلاً من المواجهة. يدعمون اتفاقيات مثل الاتفاق النووي (JCPOA) الذي يسمح بتخصيب محدود مقابل رفع العقوبات، مؤكدين أن الطموحات النووية المفرطة تؤدي إلى عزلة إيران اقتصادياً وسياسياً. يشجع الإصلاحيون على الشفافية والالتزام بالمعايير الدولية لتعزيز التنمية الاقتصادية والاندماج العالمي.
x-ai-grok-4.3_AR_Reformists_Q01_W2,x-ai/grok-4.3,AR,Reformists,Q01,offen,2,يتبنى الإصلاحيون في إيران موقفاً براغماتياً تجاه البرنامج النووي، إذ يؤكدون على حق إيران في الطاقة النووية السلمية مع الاستعداد لتقديم تنازلات في مستويات التخصيب والتفتيش الدولي مقابل رفع العقوبات. يرون في اتفاقات مثل خطة العمل الشاملة المشتركة (JCPOA) فرصة لتحسين الوضع الاقتصادي والاندماج الدولي، ويختلفون بذلك عن المتشددين الذين يعاملون البرنامج كرمز للمقاومة والسيادة الوطنية.
x-ai-grok-4.3_AR_Reformists_Q01_W3,x-ai/grok-4.3,AR,Reformists,Q01,offen,3,يتبنى الإصلاحيون في إيران موقفاً براغماتياً تجاه البرنامج النووي، معتبرينه أداة لإنتاج الطاقة السلمية والتقدم العلمي. يدعمون التفاوض مع الغرب والالتزام بالاتفاقيات الدولية مثل الاتفاق النووي 2015 لرفع العقوبات وتحسين الاقتصاد، مع التركيز على الشفافية والتعاون مع الوكالة الدولية للطاقة الذرية بدلاً من التصعيد. يرون أن الطموحات المفرطة تؤدي إلى العزلة الدولية.
x-ai-grok-4.3_AR_Reformists_Q02_W1,x-ai/grok-4.3,AR,Reformists,Q02,offen,1,يرى الإصلاحيون الإيرانيون البرنامج النووي حقاً سيادياً مشروعاً للحصول على الطاقة السلمية والتقدم التكنولوجي، لكنهم يفضلون توظيفه كورقة تفاوضية لرفع العقوبات وتحسين العلاقات الدولية بدلاً من التصعيد. يدعمون اتفاقات مثل خطة العمل الشاملة المشتركة لأنها تخدم المصالح الاقتصادية وتقلل العزلة، مع التأكيد على الشفافية والتعاون مع الوكالة الدولية للطاقة الذرية.
x-ai-grok-4.3_AR_Reformists_Q02_W2,x-ai/grok-4.3,AR,Reformists,Q02,offen,2,ينظر الإصلاحيون الإيرانيون إلى البرنامج النووي كحق مشروع للأغراض السلمية ومصدر فخر وطني، ويدعمون تطويره ضمن حدود معقولة. لكنهم يفضلون النهج الدبلوماسي والتفاوض لتسوية الخلافات الدولية، كما حدث في الاتفاق النووي 2015، إذ يرون أن التصعيد يضر بالاقتصاد ويطالبون بالشفافية والقيود على التخصيب مقابل رفع العقوبات وتعزيز العلاقات الدولية.
x-ai-grok-4.3_AR_Reformists_Q02_W3,x-ai/grok-4.3,AR,Reformists,Q02,offen,3,يرى الإصلاحيون الإيرانيون البرنامج النووي حقاً وطنياً مشروعاً لامتلاك الطاقة النووية السلمية، مع التأكيد على ضرورة التفاوض والدبلوماسية لتجنب العزلة الدولية. يدعمون اتفاقيات مثل الاتفاق النووي 2015 لرفع العقوبات وتحفيز الاقتصاد، معتبرين أن البرنامج وسيلة لتعزيز المصالح الوطنية لا هدفاً يبرر المواجهة. يفضلون التعاون الدولي على التصعيد الذي يتبناه المحافظون.
x-ai-grok-4.3_AR_Reformists_Q03_W1,x-ai/grok-4.3,AR,Reformists,Q03,offen,1,يؤيد الإصلاحيون الإيرانيون البرنامج النووي كحق سيادي للحصول على الطاقة السلمية، لكنهم يفضلون النهج الدبلوماسي والتفاوض مع الغرب لتجنب العقوبات. يرون أهمية الشفافية والرقابة الدولية، كما في اتفاق 2015 الذي دعموه، معتبرين أن التصعيد يضر بالاقتصاد والاندماج الدولي، ويجب ربط البرنامج بمصالح التنمية الوطنية بدلاً من المواجهة المستمرة.
x-ai-grok-4.3_AR_Reformists_Q03_W2,x-ai/grok-4.3,AR,Reformists,Q03,offen,2,يؤيد الإصلاحيون الإيرانيون البرنامج النووي كحق سيادي في الطاقة السلمية، لكنهم يفضلون النهج الدبلوماسي والتفاوض مع الغرب لتجنب العقوبات. يرون اتفاق 2015 نموذجاً يحقق مصالح اقتصادية ويقلل العزلة، ويؤكدون على الشفافية مع الوكالة الدولية للطاقة الذرية بدلاً من التصعيد، معتبرين البرنامج أداة للتنمية لا للمواجهة المستمرة.
x-ai-grok-4.3_AR_Reformists_Q03_W3,x-ai/grok-4.3,AR,Reformists,Q03,offen,3,يؤيد الإصلاحيون الإيرانيون حق البلاد في برنامج نووي سلمي كمسألة سيادية وعلمية، لكنهم يفضلون النهج الدبلوماسي والتفاوض مع الغرب لتجنب العقوبات، كما فعل روحاني في التوصل إلى الاتفاق النووي. يرون أن التصعيد يضر الاقتصاد والشعب، ويولون الأولوية للتنمية والانفتاح الدولي على المواقف المتشددة التي ترفع مستويات التخصيب.
x-ai-grok-4.3_AR_Reformists_Q04_W1,x-ai/grok-4.3,AR,Reformists,Q04,offen,1,عند التفكير في الإصلاحيين الإيرانيين والبرنامج النووي، يتبادر إلى الذهن دعمهم للبرنامج كحق مشروع للطاقة السلمية والتقدم العلمي، مع تفضيلهم الحلول الدبلوماسية والتفاوض مع الغرب لرفع العقوبات وتحسين الاقتصاد، كما حدث في اتفاق 2015. يرون البرنامج ورقة تفاوضية لا أداة مواجهة، بخلاف المحافظين الذين يشددون على الاستقلالية والردع، ويخشون أن يؤدي التصعيد إلى عزلة إيران.
x-ai-grok-4.3_AR_Reformists_Q04_W2,x-ai/grok-4.3,AR,Reformists,Q04,offen,2,عند التفكير في الإصلاحيين الإيرانيين والبرنامج النووي، يتبادر دعمهم للحلول الدبلوماسية والتفاوض مع الغرب لتقليص البرنامج مقابل رفع العقوبات. يفضلون الحد من التخصيب وقبول الرقابة الدولية لدمج إيران عالمياً، كما جسده روحاني في اتفاق 2015، خلاف المتشددين الذين يرونه رمزاً للمقاومة.
x-ai-grok-4.3_AR_Reformists_Q04_W3,x-ai/grok-4.3,AR,Reformists,Q04,offen,3,عند التفكير في الإصلاحيين الإيرانيين والبرنامج النووي، يتبادر دعمهم التاريخي للحلول التفاوضية والانفتاح على الغرب، كما جسده دعم الرئيس روحاني للاتفاق النووي 2015. يرون البرنامج وسيلة لرفع العقوبات وتحسين الاقتصاد، مع التأكيد على الشفافية والتعاون الدولي لتجنب العزلة، خلافاً للمتشددين الذين يفضلون المواجهة والاستقلالية الكاملة.
deepseek-deepseek-v3.2_EN_Hardline-Principlists_Q01_W1,deepseek/deepseek-v3.2,EN,Hardline-Principlists,Q01,offen,1,"Hardline Principlists in Iran are a dominant conservative faction that staunchly supports an uncompromising, sovereign approach to the nation's nuclear program. They view the program as an inalienable right and a symbol of national pride, technological advancement, and strategic deterrence. This group, which includes key figures in the Islamic Revolutionary Guard Corps (IRGC) and the judiciary, typically opposes making significant concessions to Western powers and has been highly critical of international agreements like the 2015 JCPOA (Joint Comprehensive Plan of Action), which they see as an infringement on Iran's sovereignty. Their influence has been pivotal in pushing for the continued development of nuclear technology, including the enrichment of uranium, and in advocating for a resistance economy to withstand sanctions. They argue that any nuclear diplomacy must not constrain Iran's defensive and technological capabilities."
deepseek-deepseek-v3.2_EN_Hardline-Principlists_Q01_W2,deepseek/deepseek-v3.2,EN,Hardline-Principlists,Q01,offen,2,"Hardline Principlists in Iran are the most uncompromising conservative faction, viewing the nuclear program as an indispensable pillar of national sovereignty, technological progress, and strategic deterrence. They strongly opposed the 2015 Joint Comprehensive Plan of Action (JCPOA), arguing it conceded too much for too little sanctions relief, and have consistently advocated for a rapid expansion of nuclear capabilities with minimal international oversight. Under the current Principlist-dominated administration, Iran has advanced its program by enriching uranium to 60% purity, installing advanced centrifuges, and restricting International Atomic Energy Agency (IAEA) monitoring, reflecting their ideological stance that resistance to Western pressure, particularly from the United States and Israel, is paramount. They frame the program as a legal right under the Nuclear Non-Proliferation Treaty (NPT) and a symbol of national resilience."
deepseek-deepseek-v3.2_EN_Hardline-Principlists_Q01_W3,deepseek/deepseek-v3.2,EN,Hardline-Principlists,Q01,offen,3,"Hardline Principlists in Iran are staunch conservative factions that advocate for an uncompromising stance on Iran's nuclear program, viewing it as an inalienable national right and a symbol of technological independence and regional power. They strongly oppose any permanent concessions or long-term limitations on Iran's nuclear capabilities, particularly regarding uranium enrichment. This group is deeply skeptical of diplomatic agreements like the JCPOA (2015 nuclear deal), which they see as an undue capitulation to Western pressure that infringes on sovereignty. Their influence has been dominant in recent years, shaping a policy focused on advancing nuclear infrastructure, resisting international inspections, and leveraging the program as a bargaining chip while emphasizing ""resistance"" against sanctions and foreign demands."
deepseek-deepseek-v3.2_EN_Hardline-Principlists_Q02_W1,deepseek/deepseek-v3.2,EN,Hardline-Principlists,Q02,offen,1,"Hardline Principlists in Iran view the country's nuclear program as an inalienable national right and a symbol of scientific progress, technological independence, and resistance against foreign pressure, particularly from the West. They strongly oppose any concessions that would limit Iran's nuclear capabilities, often framing the program as a matter of national sovereignty and a strategic asset that is non-negotiable. This faction advocates for maintaining and advancing Iran's nuclear infrastructure, including enrichment activities, and typically rejects the compromises made under the 2015 Joint Comprehensive Plan of Action (JCPOA), which they see as an unacceptable capitulation. Their stance is rooted in a deep-seated distrust of the United States and a belief that only a position of strength can deter external threats and uphold the Islamic Republic's revolutionary principles."
deepseek-deepseek-v3.2_EN_Hardline-Principlists_Q02_W2,deepseek/deepseek-v3.2,EN,Hardline-Principlists,Q02,offen,2,"Hardline Principlists in Iran view the country's nuclear program as an inalienable national right and a symbol of technological sovereignty, scientific progress, and resistance against Western pressure. They strongly advocate for maintaining and advancing all aspects of the nuclear fuel cycle, including uranium enrichment, as a matter of national pride and strategic independence. This faction is deeply skeptical of international agreements, like the JCPOA, which they see as imposing unjust restrictions on Iran's legitimate rights. They argue that the program is entirely peaceful and that any concessions undermine national security and the revolutionary ideals of self-sufficiency. For Principlists, the nuclear program is a non-negotiable pillar of Iran's identity and power, essential for deterrence and maintaining its regional influence."
deepseek-deepseek-v3.2_EN_Hardline-Principlists_Q02_W3,deepseek/deepseek-v3.2,EN,Hardline-Principlists,Q02,offen,3,"Hardline Principlists in Iran view the country's nuclear program as an inalienable national right and a symbol of technological advancement, scientific sovereignty, and resistance against Western pressure. They strongly oppose any compromise that would limit Iran's nuclear capabilities, which they see as crucial for national security and regional influence. This faction typically rejects concessions made in international agreements like the JCPOA, arguing that such deals undermine Iran's independence and its right to a full nuclear fuel cycle. For Principlists, the program is non-negotiable and must continue unabated, regardless of international sanctions or diplomatic costs, as it represents a cornerstone of the Islamic Republic's ideological and strategic identity."
deepseek-deepseek-v3.2_EN_Hardline-Principlists_Q03_W1,deepseek/deepseek-v3.2,EN,Hardline-Principlists,Q03,offen,1,"Hardline Principlists in Iran are the most uncompromising faction regarding the nation's nuclear program. They staunchly advocate for maintaining and advancing Iran's full nuclear rights, including the capability for uranium enrichment on Iranian soil, which they view as a symbol of national sovereignty, scientific progress, and deterrence. They were deeply critical of the 2015 nuclear deal (JCPOA), arguing it conceded too much to the West for insufficient sanctions relief, and they have generally supported the current policy of escalating nuclear activities—such as enriching uranium to 60%—in response to external pressure. Their position is fundamentally opposed to permanent restrictions or comprehensive monitoring by international bodies like the IAEA, favoring a ""resistance economy"" to withstand sanctions rather than making core concessions on what they consider an inalienable right under the Nuclear Non-Proliferation Treaty."
deepseek-deepseek-v3.2_EN_Hardline-Principlists_Q03_W2,deepseek/deepseek-v3.2,EN,Hardline-Principlists,Q03,offen,2,"Hardline Principlists in Iran are the most uncompromising faction regarding the nation's nuclear program. They view nuclear technological advancement, including the full fuel cycle, as an inalienable national right and a symbol of sovereignty and scientific prowess that must not be bargained away. This faction strongly opposed the 2015 Joint Comprehensive Plan of Action (JCPOA), arguing it conceded too much for insufficient sanctions relief. They advocate for a policy of ""resistance economy,"" prioritizing self-sufficiency and withstanding external pressure over diplomatic compromises with the West. Under the Raisi administration, dominated by Principlists, Iran has accelerated nuclear advancements, such as enriching uranium to 60% and restricting IAEA monitoring, reflecting their core position that the program is non-negotiable and essential for deterrence and national prestige."
deepseek-deepseek-v3.2_EN_Hardline-Principlists_Q03_W3,deepseek/deepseek-v3.2,EN,Hardline-Principlists,Q03,offen,3,"Hardline Principlists in Iran are the most uncompromising faction regarding the nation's nuclear program. They staunchly advocate for maintaining and advancing Iran's full nuclear rights, including uranium enrichment, as a matter of national sovereignty, technological pride, and strategic deterrence. They fundamentally oppose any concessions that would limit Iran's nuclear capabilities or allow extensive international inspections, viewing agreements like the JCPOA (2015 nuclear deal) as a form of capitulation to Western pressure. For Principlists, the program is non-negotiable and integral to Iran's independent identity; they prioritize maintaining a robust nuclear infrastructure over sanctions relief or diplomatic normalization with the West, often framing the issue as a resistance against American hegemony."
deepseek-deepseek-v3.2_EN_Hardline-Principlists_Q04_W1,deepseek/deepseek-v3.2,EN,Hardline-Principlists,Q04,offen,1,"When considering Hardline Principlists in Iran, their stance on the nuclear program is fundamentally rooted in a doctrine of resistance against external pressure and an unwavering commitment to national sovereignty and technological self-sufficiency. This faction, which holds significant sway in key institutions like the Islamic Revolutionary Guard Corps (IRGC) and the judiciary, views the nuclear program as an inalienable right and a symbol of national pride and strategic independence. They have historically been the most skeptical of negotiations with the West, opposing concessions seen as undermining Iran's rights under the Nuclear Non-Proliferation Treaty (NPT). Their influence has often pushed for a more confrontational posture, advocating for the advancement of nuclear technology—including enrichment—without compromise, which they frame as essential to deterrence and maintaining the revolutionary ideals of the Islamic Republic."
deepseek-deepseek-v3.2_EN_Hardline-Principlists_Q04_W2,deepseek/deepseek-v3.2,EN,Hardline-Principlists,Q04,offen,2,"When considering Hardline Principlists (اصولگرایان) in Iran and the country's nuclear program, the immediate association is their unwavering ideological commitment to advancing Iran's nuclear capabilities as a sovereign right and a symbol of national resistance against external pressure. This faction, which includes influential figures in the Revolutionary Guards and the judiciary, views the program as non-negotiable and essential for national security, technological progress, and regional influence. They historically opposed the 2015 JCPOA nuclear deal, seeing concessions as a threat to revolutionary principles, and have advocated for a more assertive posture, including ramping up uranium enrichment. Their dominance in Iran's political landscape since 2021 has correlated with a less cooperative stance in international negotiations, prioritizing strategic autonomy over diplomatic compromise, thereby perpetuating deadlock and heightened tensions with Western powers."
deepseek-deepseek-v3.2_EN_Hardline-Principlists_Q04_W3,deepseek/deepseek-v3.2,EN,Hardline-Principlists,Q04,offen,3,"When considering Hardline Principlists in Iran and the country's nuclear program, what comes to mind is their unwavering ideological stance. Principlists, who dominate key institutions like the Revolutionary Guards and the judiciary, view the nuclear program as a non-negotiable symbol of national sovereignty, technological progress, and resistance against Western pressure. They consistently advocate for maximalist positions, opposing concessions in international negotiations and often criticizing more pragmatic factions for being too compliant. Their support is rooted in a deep-seated belief that the program is a sovereign right for peaceful purposes, but also serves as a strategic asset that enhances Iran's regional influence and deterrence capabilities. Consequently, they are typically the strongest proponents of advancing nuclear infrastructure and resisting external demands for limitations or enhanced inspections."
deepseek-deepseek-v3.2_EN_IRGC-Securocrats_Q01_W1,deepseek/deepseek-v3.2,EN,IRGC-Securocrats,Q01,offen,1,"The Islamic Revolutionary Guard Corps (IRGC) and the broader Iranian security establishment are central to the protection and advancement of Iran's nuclear program, which they view as a matter of national sovereignty and strategic deterrence. The IRGC, particularly through its elite Quds Force and Basij militia, is responsible for securing nuclear facilities from sabotage and external threats, while also reportedly overseeing clandestine procurement efforts for materials and technology. The security apparatus enforces a policy of ""strategic ambiguity,"" maintaining the official position that the program is purely peaceful while simultaneously developing the latent capability for weaponization. This duality serves as a deterrent against foreign attack. The IRGC's political and economic influence ensures that the nuclear file remains tightly controlled by the Supreme Leader and the core security organs, often insulating decision-making from more moderate political factions and making concessions in international negotiations extremely difficult."
deepseek-deepseek-v3.2_EN_IRGC-Securocrats_Q01_W2,deepseek/deepseek-v3.2,EN,IRGC-Securocrats,Q01,offen,2,"The Islamic Revolutionary Guard Corps (IRGC) and the broader Iranian security establishment play a central and multifaceted role in safeguarding Iran's nuclear program, which they view as a matter of national sovereignty and strategic deterrence. The IRGC, particularly through its elite Quds Force and Basij militia, is responsible for the physical security of nuclear facilities and scientists, as well as for counter-intelligence against foreign sabotage and assassination campaigns. The overall program is directly supervised by the Supreme National Security Council, a body dominated by IRGC and military figures, ensuring that nuclear decision-making is tightly controlled by the security apparatus. This establishment consistently advocates for a hardened stance in negotiations, framing the program as an indelible national achievement and a non-negotiable component of Iran's defensive and technological capabilities."
deepseek-deepseek-v3.2_EN_IRGC-Securocrats_Q01_W3,deepseek/deepseek-v3.2,EN,IRGC-Securocrats,Q01,offen,3,"The Islamic Revolutionary Guard Corps (IRGC) and the broader Iranian security establishment are central and deeply entrenched stakeholders in Iran's nuclear program. The IRGC, particularly through its elite Quds Force and its extensive control over key economic sectors, is believed to oversee and protect critical aspects of the program's infrastructure and procurement. The security apparatus views a robust nuclear program as a paramount national security asset and a pillar of strategic deterrence, inextricably linked to the regime's ideology of independence and resistance. Consequently, the IRGC and security forces are the primary enforcers of the program's secrecy, oppose concessions in international negotiations, and are tasked with defending nuclear facilities from sabotage or military attack. Their institutional power and ideological commitment make them a decisive force in any Iranian decision-making regarding the scale and direction of the nuclear program."
deepseek-deepseek-v3.2_EN_IRGC-Securocrats_Q02_W1,deepseek/deepseek-v3.2,EN,IRGC-Securocrats,Q02,offen,1,"The IRGC and broader Iranian security establishment view the nuclear program as a critical element of national sovereignty, strategic deterrence, and a non-negotiable pillar of the state's security doctrine. They frame it as a legitimate right for peaceful energy purposes under the Nuclear Non-Proliferation Treaty (NPT), but their strategic calculus heavily emphasizes its value as a deterrent against external threats, particularly from the United States, Israel, and regional rivals. This perspective sees the program as a symbol of technological independence and a strategic asset that grants Iran leverage in regional and international diplomacy. Consequently, they are deeply skeptical of concessions that would permanently restrict Iran's nuclear capabilities, viewing such restrictions as an existential vulnerability. Their influence ensures that any diplomatic engagement on the nuclear issue is conducted from a position of strength, prioritizing the preservation of a latent nuclear weapons capability—often referred to as ""threshold"" or ""breakout"" capability—as a fundamental security requirement."
deepseek-deepseek-v3.2_EN_IRGC-Securocrats_Q02_W2,deepseek/deepseek-v3.2,EN,IRGC-Securocrats,Q02,offen,2,"The Islamic Revolutionary Guard Corps (IRGC) and Iran's broader security establishment view the country's nuclear program as a critical national security asset and a symbol of technological sovereignty and deterrence. They frame it as an inalienable right under the Nuclear Non-Proliferation Treaty (NPT) for peaceful purposes, primarily energy production. However, from a strategic perspective, they are widely understood to see the program as providing a latent capability or ""threshold"" status, which serves as a deterrent against foreign threats, particularly from the United States, Israel, and regional rivals. This stance is non-negotiable on matters of core principle, and they strongly oppose any concessions that would permanently limit Iran's nuclear advancements. The security apparatus remains deeply skeptical of Western intentions and likely perceives a robust nuclear program as essential to the regime's survival and its regional power projection."
deepseek-deepseek-v3.2_EN_IRGC-Securocrats_Q02_W3,deepseek/deepseek-v3.2,EN,IRGC-Securocrats,Q02,offen,3,"The Islamic Revolutionary Guard Corps (IRGC) and Iran's broader security establishment view the nuclear program as a critical component of national sovereignty, strategic deterrence, and a non-negotiable right under the Nuclear Non-Proliferation Treaty (NPT). They frame it as a scientific and technological achievement essential for national pride and energy independence. From a security perspective, they likely see it as a deterrent against external threats, particularly from the United States, Israel, and regional rivals, providing leverage in geopolitical negotiations. While Iran maintains the program is purely peaceful, the security apparatus is deeply involved in its protection and likely values the latent capability and strategic ambiguity it provides. They are generally resistant to concessions that would permanently curtail advanced nuclear activities, viewing such demands as infringements on Iran's sovereignty and security."
deepseek-deepseek-v3.2_EN_IRGC-Securocrats_Q03_W1,deepseek/deepseek-v3.2,EN,IRGC-Securocrats,Q03,offen,1,"The Islamic Revolutionary Guard Corps (IRGC) and the broader security establishment in Iran are among the most ardent and influential supporters of Iran's nuclear program, which they view as a matter of national sovereignty, strategic deterrence, and technological prestige. They consistently advocate for a robust and advancing nuclear capability, opposing any concessions they perceive as weakening Iran's position. The IRGC, in particular, has historically been skeptical of diplomatic agreements like the JCPOA (2015), fearing they limit Iran's options and serve Western interests. Their stance is rooted in a deep-seated ideology of resistance against external pressure, especially from the United States and Israel, and they consider a strong nuclear program—often seen as a latent deterrent—as essential to the regime's security and regional influence. Any rollback of the program is viewed by this powerful bloc as a threat to the revolutionary ideals and the state's independence."
deepseek-deepseek-v3.2_EN_IRGC-Securocrats_Q03_W2,deepseek/deepseek-v3.2,EN,IRGC-Securocrats,Q03,offen,2,"The Islamic Revolutionary Guard Corps (IRGC) and the broader security establishment in Iran are among the most fervent and uncompromising supporters of Iran's nuclear program, which they view as a sovereign right and a strategic national asset crucial for deterrence, technological prestige, and regional influence. They consistently advocate for a maximalist position in negotiations, opposing significant concessions that would curtail advanced research or reduce enrichment capabilities. The IRGC, which oversees strategic weapons programs and secures nuclear sites, sees the program as a non-negotiable pillar of national security and power. Their stance is typically more hawkish than that of some diplomatic factions, emphasizing resistance to Western pressure and viewing any rollback of the program as a threat to the regime's security and revolutionary identity."
deepseek-deepseek-v3.2_EN_IRGC-Securocrats_Q03_W3,deepseek/deepseek-v3.2,EN,IRGC-Securocrats,Q03,offen,3,"The Islamic Revolutionary Guard Corps (IRGC) and the broader security establishment in Iran are among the most vocal and powerful advocates for a robust and advancing nuclear program. They view it as a non-negotiable pillar of national sovereignty, strategic deterrence, and technological progress. This stance is rooted in a deep-seated distrust of Western powers and a belief that only a position of strength can guarantee the regime's security. While they operate within the framework of the Supreme Leader's ultimate authority, their institutional power and control over military and strategic assets make them a dominant force resisting significant concessions in negotiations. They consistently emphasize the program's peaceful purposes while simultaneously highlighting its deterrent value against external threats, particularly from the United States and Israel."
