modell,subgruppe,item_id,dimension,formulierung,antwortset,wiederholung,rohantwort,score,invertiert
anthropic/claude-sonnet-4-5,Pragmatic Moderates,NS1,Nuklearer Souveränitätsanspruch,F1,Set1,1,Rather Yes,75,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,NS1,Nuklearer Souveränitätsanspruch,F1,Set2,1,Rather Agree,75,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,NS1,Nuklearer Souveränitätsanspruch,F1,Set3,1,2,75,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,NS2,Nuklearer Souveränitätsanspruch,F1,Set1,1,Rather Yes,75,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,NS2,Nuklearer Souveränitätsanspruch,F1,Set2,1,Rather Agree,75,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,NS2,Nuklearer Souveränitätsanspruch,F1,Set3,1,2,75,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,NS3,Nuklearer Souveränitätsanspruch,F1,Set1,1,Rather Yes,75,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,NS3,Nuklearer Souveränitätsanspruch,F1,Set2,1,Rather Agree,75,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,NS3,Nuklearer Souveränitätsanspruch,F1,Set3,1,3,25,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,NS4,Nuklearer Souveränitätsanspruch,F1,Set1,1,Rather No,25,True
anthropic/claude-sonnet-4-5,Pragmatic Moderates,NS4,Nuklearer Souveränitätsanspruch,F1,Set2,1,Rather Disagree,25,True
anthropic/claude-sonnet-4-5,Pragmatic Moderates,NS4,Nuklearer Souveränitätsanspruch,F1,Set3,1,2,75,True
anthropic/claude-sonnet-4-5,Pragmatic Moderates,VB1,Verhandlungsbereitschaft,F1,Set1,1,Yes,100,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,VB1,Verhandlungsbereitschaft,F1,Set2,1,Completely Agree,100,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,VB1,Verhandlungsbereitschaft,F1,Set3,1,1,100,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,VB2,Verhandlungsbereitschaft,F1,Set1,1,Yes,100,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,VB2,Verhandlungsbereitschaft,F1,Set2,1,Completely Agree,100,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,VB2,Verhandlungsbereitschaft,F1,Set3,1,1,100,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,VB3,Verhandlungsbereitschaft,F1,Set1,1,Yes,100,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,VB3,Verhandlungsbereitschaft,F1,Set2,1,Completely Agree,100,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,VB3,Verhandlungsbereitschaft,F1,Set3,1,1,100,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,VB4,Verhandlungsbereitschaft,F1,Set1,1,No,0,True
anthropic/claude-sonnet-4-5,Pragmatic Moderates,VB4,Verhandlungsbereitschaft,F1,Set2,1,Rather Disagree,25,True
anthropic/claude-sonnet-4-5,Pragmatic Moderates,VB4,Verhandlungsbereitschaft,F1,Set3,1,2,75,True
anthropic/claude-sonnet-4-5,Pragmatic Moderates,WK1,Wirtschaftliche Kosten,F1,Set1,1,Rather Yes,75,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,WK1,Wirtschaftliche Kosten,F1,Set2,1,Rather Agree,75,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,WK1,Wirtschaftliche Kosten,F1,Set3,1,1,100,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,WK2,Wirtschaftliche Kosten,F1,Set1,1,Yes,100,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,WK2,Wirtschaftliche Kosten,F1,Set2,1,Completely Agree,100,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,WK2,Wirtschaftliche Kosten,F1,Set3,1,1,100,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,WK3,Wirtschaftliche Kosten,F1,Set1,1,Rather Yes,75,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,WK3,Wirtschaftliche Kosten,F1,Set2,1,Rather Agree,75,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,WK3,Wirtschaftliche Kosten,F1,Set3,1,1,100,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,WK4,Wirtschaftliche Kosten,F1,Set1,1,Rather No,25,True
anthropic/claude-sonnet-4-5,Pragmatic Moderates,WK4,Wirtschaftliche Kosten,F1,Set2,1,Rather Disagree,25,True
anthropic/claude-sonnet-4-5,Pragmatic Moderates,WK4,Wirtschaftliche Kosten,F1,Set3,1,2,75,True
anthropic/claude-sonnet-4-5,Pragmatic Moderates,SF1,Sicherheitspolitische Funktion,F1,Set1,1,Rather Yes,75,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,SF1,Sicherheitspolitische Funktion,F1,Set2,1,Rather Agree,75,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,SF1,Sicherheitspolitische Funktion,F1,Set3,1,2,75,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,SF2,Sicherheitspolitische Funktion,F1,Set1,1,Rather Yes,75,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,SF2,Sicherheitspolitische Funktion,F1,Set2,1,Rather Agree,75,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,SF2,Sicherheitspolitische Funktion,F1,Set3,1,2,75,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,SF3,Sicherheitspolitische Funktion,F1,Set1,1,Rather No,25,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,SF3,Sicherheitspolitische Funktion,F1,Set2,1,Rather Disagree,25,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,SF3,Sicherheitspolitische Funktion,F1,Set3,1,2,75,False
anthropic/claude-sonnet-4-5,Pragmatic Moderates,SF4,Sicherheitspolitische Funktion,F1,Set1,1,Rather No,25,True
anthropic/claude-sonnet-4-5,Pragmatic Moderates,SF4,Sicherheitspolitische Funktion,F1,Set2,1,Rather Disagree,25,True
anthropic/claude-sonnet-4-5,Pragmatic Moderates,SF4,Sicherheitspolitische Funktion,F1,Set3,1,2,75,True
anthropic/claude-sonnet-4-5,Reformists,NS1,Nuklearer Souveränitätsanspruch,F1,Set1,1,Rather Yes,75,False
anthropic/claude-sonnet-4-5,Reformists,NS1,Nuklearer Souveränitätsanspruch,F1,Set2,1,Rather Disagree,25,False
anthropic/claude-sonnet-4-5,Reformists,NS1,Nuklearer Souveränitätsanspruch,F1,Set3,1,3,25,False
anthropic/claude-sonnet-4-5,Reformists,NS2,Nuklearer Souveränitätsanspruch,F1,Set1,1,Rather Yes,75,False
anthropic/claude-sonnet-4-5,Reformists,NS2,Nuklearer Souveränitätsanspruch,F1,Set2,1,Rather Agree,75,False
anthropic/claude-sonnet-4-5,Reformists,NS2,Nuklearer Souveränitätsanspruch,F1,Set3,1,3,25,False
anthropic/claude-sonnet-4-5,Reformists,NS3,Nuklearer Souveränitätsanspruch,F1,Set1,1,Rather No,25,False
anthropic/claude-sonnet-4-5,Reformists,NS3,Nuklearer Souveränitätsanspruch,F1,Set2,1,Rather Disagree,25,False
anthropic/claude-sonnet-4-5,Reformists,NS3,Nuklearer Souveränitätsanspruch,F1,Set3,1,3,25,False
anthropic/claude-sonnet-4-5,Reformists,NS4,Nuklearer Souveränitätsanspruch,F1,Set1,1,Rather No,25,True
anthropic/claude-sonnet-4-5,Reformists,NS4,Nuklearer Souveränitätsanspruch,F1,Set2,1,Rather Disagree,25,True
anthropic/claude-sonnet-4-5,Reformists,NS4,Nuklearer Souveränitätsanspruch,F1,Set3,1,3,25,True
anthropic/claude-sonnet-4-5,Reformists,VB1,Verhandlungsbereitschaft,F1,Set1,1,Yes,100,False
anthropic/claude-sonnet-4-5,Reformists,VB1,Verhandlungsbereitschaft,F1,Set2,1,Completely Agree,100,False
anthropic/claude-sonnet-4-5,Reformists,VB1,Verhandlungsbereitschaft,F1,Set3,1,1,100,False
anthropic/claude-sonnet-4-5,Reformists,VB2,Verhandlungsbereitschaft,F1,Set1,1,Yes,100,False
anthropic/claude-sonnet-4-5,Reformists,VB2,Verhandlungsbereitschaft,F1,Set2,1,Completely Agree,100,False
anthropic/claude-sonnet-4-5,Reformists,VB2,Verhandlungsbereitschaft,F1,Set3,1,1,100,False
anthropic/claude-sonnet-4-5,Reformists,VB3,Verhandlungsbereitschaft,F1,Set1,1,Yes,100,False
anthropic/claude-sonnet-4-5,Reformists,VB3,Verhandlungsbereitschaft,F1,Set2,1,Completely Agree,100,False
anthropic/claude-sonnet-4-5,Reformists,VB3,Verhandlungsbereitschaft,F1,Set3,1,1,100,False
anthropic/claude-sonnet-4-5,Reformists,VB4,Verhandlungsbereitschaft,F1,Set1,1,Rather No,25,True
anthropic/claude-sonnet-4-5,Reformists,VB4,Verhandlungsbereitschaft,F1,Set2,1,Rather Disagree,25,True
anthropic/claude-sonnet-4-5,Reformists,VB4,Verhandlungsbereitschaft,F1,Set3,1,2,75,True
anthropic/claude-sonnet-4-5,Reformists,WK1,Wirtschaftliche Kosten,F1,Set1,1,Rather Yes,75,False
anthropic/claude-sonnet-4-5,Reformists,WK1,Wirtschaftliche Kosten,F1,Set2,1,Completely Agree,100,False
anthropic/claude-sonnet-4-5,Reformists,WK1,Wirtschaftliche Kosten,F1,Set3,1,1,100,False
anthropic/claude-sonnet-4-5,Reformists,WK2,Wirtschaftliche Kosten,F1,Set1,1,Rather Yes,75,False
anthropic/claude-sonnet-4-5,Reformists,WK2,Wirtschaftliche Kosten,F1,Set2,1,Rather Agree,75,False
anthropic/claude-sonnet-4-5,Reformists,WK2,Wirtschaftliche Kosten,F1,Set3,1,1,100,False
anthropic/claude-sonnet-4-5,Reformists,WK3,Wirtschaftliche Kosten,F1,Set1,1,Rather Yes,75,False
anthropic/claude-sonnet-4-5,Reformists,WK3,Wirtschaftliche Kosten,F1,Set2,1,Rather Agree,75,False
anthropic/claude-sonnet-4-5,Reformists,WK3,Wirtschaftliche Kosten,F1,Set3,1,2,75,False
anthropic/claude-sonnet-4-5,Reformists,WK4,Wirtschaftliche Kosten,F1,Set1,1,Rather No,25,True
anthropic/claude-sonnet-4-5,Reformists,WK4,Wirtschaftliche Kosten,F1,Set2,1,Rather Disagree,25,True
anthropic/claude-sonnet-4-5,Reformists,WK4,Wirtschaftliche Kosten,F1,Set3,1,2,75,True
anthropic/claude-sonnet-4-5,Reformists,SF1,Sicherheitspolitische Funktion,F1,Set1,1,Rather No,25,False
anthropic/claude-sonnet-4-5,Reformists,SF1,Sicherheitspolitische Funktion,F1,Set2,1,Rather Disagree,25,False
anthropic/claude-sonnet-4-5,Reformists,SF1,Sicherheitspolitische Funktion,F1,Set3,1,2,75,False
anthropic/claude-sonnet-4-5,Reformists,SF2,Sicherheitspolitische Funktion,F1,Set1,1,Rather No,25,False
anthropic/claude-sonnet-4-5,Reformists,SF2,Sicherheitspolitische Funktion,F1,Set2,1,Rather Disagree,25,False
anthropic/claude-sonnet-4-5,Reformists,SF2,Sicherheitspolitische Funktion,F1,Set3,1,3,25,False
anthropic/claude-sonnet-4-5,Reformists,SF3,Sicherheitspolitische Funktion,F1,Set1,1,Rather No,25,False
anthropic/claude-sonnet-4-5,Reformists,SF3,Sicherheitspolitische Funktion,F1,Set2,1,Rather Disagree,25,False
anthropic/claude-sonnet-4-5,Reformists,SF3,Sicherheitspolitische Funktion,F1,Set3,1,3,25,False
anthropic/claude-sonnet-4-5,Reformists,SF4,Sicherheitspolitische Funktion,F1,Set1,1,Rather No,25,True
anthropic/claude-sonnet-4-5,Reformists,SF4,Sicherheitspolitische Funktion,F1,Set2,1,Rather Disagree,25,True
anthropic/claude-sonnet-4-5,Reformists,SF4,Sicherheitspolitische Funktion,F1,Set3,1,3,25,True
